"variable","class","unique","is.na","has.content","empty.strings","File"
"Remark","character",3,0,80,1816,"data/chess.com IDs 89001-90000.csv"
"pgn","character",1001,0,1000,896,"data/chess.com IDs 89001-90000.csv"
"ID","character",1894,0,1896,0,"data/chess.com IDs 89001-90000.csv"
"Time","character",82,0,896,1000,"data/chess.com IDs 89001-90000.csv"
"Moves","character",84,0,896,1000,"data/chess.com IDs 89001-90000.csv"
"Termination","character",6,0,896,1000,"data/chess.com IDs 89001-90000.csv"
"Site","character",25,0,1000,876,"data/chess.com IDs 90001-91000.csv"
"Date","character",2,0,1000,876,"data/chess.com IDs 90001-91000.csv"
"Round","character",17,0,1000,876,"data/chess.com IDs 90001-91000.csv"
"White","character",1002,0,1876,0,"data/chess.com IDs 90001-91000.csv"
"Black","character",999,0,1876,0,"data/chess.com IDs 90001-91000.csv"
"Result","character",6,0,1753,123,"data/chess.com IDs 90001-91000.csv"
"ECO","character",359,0,1000,876,"data/chess.com IDs 90001-91000.csv"
"WhiteElo","integer",682,0,1876,0,"data/chess.com IDs 90001-91000.csv"
"BlackElo","integer",680,0,1876,0,"data/chess.com IDs 90001-91000.csv"
"Annotator","logical",1,1876,0,0,"data/chess.com IDs 90001-91000.csv"
"Source","logical",1,1876,0,0,"data/chess.com IDs 90001-91000.csv"
"Remark","character",5,0,297,1579,"data/chess.com IDs 90001-91000.csv"
"pgn","character",1001,0,1000,876,"data/chess.com IDs 90001-91000.csv"
"ID","character",1874,0,1876,0,"data/chess.com IDs 90001-91000.csv"
"Time","character",92,0,876,1000,"data/chess.com IDs 90001-91000.csv"
"Moves","character",85,0,876,1000,"data/chess.com IDs 90001-91000.csv"
"Termination","character",6,0,876,1000,"data/chess.com IDs 90001-91000.csv"
"Site","character",31,0,994,892,"data/chess.com IDs 91001-92000.csv"
"Date","character",11,0,1000,886,"data/chess.com IDs 91001-92000.csv"
"Round","character",17,0,1000,886,"data/chess.com IDs 91001-92000.csv"
"White","character",1018,0,1886,0,"data/chess.com IDs 91001-92000.csv"
"Black","character",1022,0,1886,0,"data/chess.com IDs 91001-92000.csv"
"Result","character",6,0,1775,111,"data/chess.com IDs 91001-92000.csv"
"ECO","character",359,0,1000,886,"data/chess.com IDs 91001-92000.csv"
"WhiteElo","integer",661,0,1886,0,"data/chess.com IDs 91001-92000.csv"
"BlackElo","integer",690,0,1886,0,"data/chess.com IDs 91001-92000.csv"
"Annotator","logical",1,1886,0,0,"data/chess.com IDs 91001-92000.csv"
"Source","logical",1,1886,0,0,"data/chess.com IDs 91001-92000.csv"
"Remark","character",3,0,201,1685,"data/chess.com IDs 91001-92000.csv"
"pgn","character",1001,0,1000,886,"data/chess.com IDs 91001-92000.csv"
"ID","character",1885,0,1886,0,"data/chess.com IDs 91001-92000.csv"
"Time","character",105,0,886,1000,"data/chess.com IDs 91001-92000.csv"
"Moves","character",76,0,886,1000,"data/chess.com IDs 91001-92000.csv"
"Termination","character",6,0,886,1000,"data/chess.com IDs 91001-92000.csv"
"Site","character",24,0,1000,876,"data/chess.com IDs 92001-93000.csv"
"Date","character",2,0,1000,876,"data/chess.com IDs 92001-93000.csv"
"Round","character",21,0,1000,876,"data/chess.com IDs 92001-93000.csv"
"White","character",957,0,1876,0,"data/chess.com IDs 92001-93000.csv"
"Black","character",973,0,1876,0,"data/chess.com IDs 92001-93000.csv"
"Result","character",6,0,1748,128,"data/chess.com IDs 92001-93000.csv"
"ECO","character",356,0,1000,876,"data/chess.com IDs 92001-93000.csv"
"WhiteElo","integer",651,0,1876,0,"data/chess.com IDs 92001-93000.csv"
"BlackElo","integer",681,0,1876,0,"data/chess.com IDs 92001-93000.csv"
"Annotator","logical",1,1876,0,0,"data/chess.com IDs 92001-93000.csv"
"Source","logical",1,1876,0,0,"data/chess.com IDs 92001-93000.csv"
"Remark","character",3,0,178,1698,"data/chess.com IDs 92001-93000.csv"
"pgn","character",1001,0,1000,876,"data/chess.com IDs 92001-93000.csv"
"ID","character",1869,0,1876,0,"data/chess.com IDs 92001-93000.csv"
"Time","character",88,0,876,1000,"data/chess.com IDs 92001-93000.csv"
"Moves","character",82,0,876,1000,"data/chess.com IDs 92001-93000.csv"
"Termination","character",6,0,876,1000,"data/chess.com IDs 92001-93000.csv"
"Site","character",23,0,1000,862,"data/chess.com IDs 93001-94000.csv"
"Date","character",2,0,1000,862,"data/chess.com IDs 93001-94000.csv"
"Round","character",19,0,1000,862,"data/chess.com IDs 93001-94000.csv"
"White","character",895,0,1862,0,"data/chess.com IDs 93001-94000.csv"
"Black","character",999,0,1862,0,"data/chess.com IDs 93001-94000.csv"
"Result","character",6,0,1743,119,"data/chess.com IDs 93001-94000.csv"
"ECO","character",352,0,1000,862,"data/chess.com IDs 93001-94000.csv"
"WhiteElo","integer",633,0,1862,0,"data/chess.com IDs 93001-94000.csv"
"BlackElo","integer",678,0,1862,0,"data/chess.com IDs 93001-94000.csv"
"Annotator","logical",1,1862,0,0,"data/chess.com IDs 93001-94000.csv"
"Source","logical",1,1862,0,0,"data/chess.com IDs 93001-94000.csv"
"Remark","character",8,0,763,1099,"data/chess.com IDs 93001-94000.csv"
"pgn","character",1001,0,1000,862,"data/chess.com IDs 93001-94000.csv"
"ID","character",1861,0,1862,0,"data/chess.com IDs 93001-94000.csv"
"Time","character",80,0,862,1000,"data/chess.com IDs 93001-94000.csv"
"Moves","character",75,0,862,1000,"data/chess.com IDs 93001-94000.csv"
"Termination","character",6,0,862,1000,"data/chess.com IDs 93001-94000.csv"
"Site","character",2,0,1000,891,"data/chess.com IDs 94001-95000.csv"
"Date","character",2,0,1000,891,"data/chess.com IDs 94001-95000.csv"
"Round","character",13,0,1000,891,"data/chess.com IDs 94001-95000.csv"
"White","character",890,0,1891,0,"data/chess.com IDs 94001-95000.csv"
"Black","character",947,0,1891,0,"data/chess.com IDs 94001-95000.csv"
"Result","character",6,0,1766,125,"data/chess.com IDs 94001-95000.csv"
"ECO","character",344,0,1000,891,"data/chess.com IDs 94001-95000.csv"
"WhiteElo","integer",659,0,1891,0,"data/chess.com IDs 94001-95000.csv"
"BlackElo","integer",666,0,1891,0,"data/chess.com IDs 94001-95000.csv"
"Annotator","logical",1,1891,0,0,"data/chess.com IDs 94001-95000.csv"
"Source","logical",1,1891,0,0,"data/chess.com IDs 94001-95000.csv"
"Remark","character",2,0,1000,891,"data/chess.com IDs 94001-95000.csv"
"pgn","character",1001,0,1000,891,"data/chess.com IDs 94001-95000.csv"
"ID","character",1890,0,1891,0,"data/chess.com IDs 94001-95000.csv"
"Time","character",86,0,891,1000,"data/chess.com IDs 94001-95000.csv"
"Moves","character",79,0,891,1000,"data/chess.com IDs 94001-95000.csv"
"Termination","character",6,0,891,1000,"data/chess.com IDs 94001-95000.csv"
"Site","character",4,0,1000,882,"data/chess.com IDs 95001-96000.csv"
"Date","character",2,0,1000,882,"data/chess.com IDs 95001-96000.csv"
"Round","character",20,0,1000,882,"data/chess.com IDs 95001-96000.csv"
"White","character",879,0,1882,0,"data/chess.com IDs 95001-96000.csv"
"Black","character",999,0,1882,0,"data/chess.com IDs 95001-96000.csv"
"Result","character",6,0,1772,110,"data/chess.com IDs 95001-96000.csv"
"ECO","character",359,0,1000,882,"data/chess.com IDs 95001-96000.csv"
"WhiteElo","integer",656,0,1882,0,"data/chess.com IDs 95001-96000.csv"
"BlackElo","integer",688,0,1882,0,"data/chess.com IDs 95001-96000.csv"
"Annotator","logical",1,1882,0,0,"data/chess.com IDs 95001-96000.csv"
"Source","logical",1,1882,0,0,"data/chess.com IDs 95001-96000.csv"
"Remark","character",6,0,974,908,"data/chess.com IDs 95001-96000.csv"
"pgn","character",1001,0,1000,882,"data/chess.com IDs 95001-96000.csv"
"ID","character",1880,0,1882,0,"data/chess.com IDs 95001-96000.csv"
"Time","character",88,6,876,1000,"data/chess.com IDs 95001-96000.csv"
"Moves","character",79,0,882,1000,"data/chess.com IDs 95001-96000.csv"
"Termination","character",6,0,882,1000,"data/chess.com IDs 95001-96000.csv"
"Site","character",17,0,1000,875,"data/chess.com IDs 96001-97000.csv"
"Date","character",2,0,1000,875,"data/chess.com IDs 96001-97000.csv"
"Round","character",23,0,1000,875,"data/chess.com IDs 96001-97000.csv"
"White","character",918,0,1875,0,"data/chess.com IDs 96001-97000.csv"
"Black","character",927,0,1875,0,"data/chess.com IDs 96001-97000.csv"
"Result","character",6,0,1765,110,"data/chess.com IDs 96001-97000.csv"
"ECO","character",346,0,1000,875,"data/chess.com IDs 96001-97000.csv"
"WhiteElo","integer",684,0,1875,0,"data/chess.com IDs 96001-97000.csv"
"BlackElo","integer",660,0,1875,0,"data/chess.com IDs 96001-97000.csv"
"Annotator","logical",1,1875,0,0,"data/chess.com IDs 96001-97000.csv"
"Source","logical",1,1875,0,0,"data/chess.com IDs 96001-97000.csv"
"Remark","character",4,0,20,1855,"data/chess.com IDs 96001-97000.csv"
"pgn","character",1001,0,1000,875,"data/chess.com IDs 96001-97000.csv"
"ID","character",1872,0,1875,0,"data/chess.com IDs 96001-97000.csv"
"Time","character",87,5,870,1000,"data/chess.com IDs 96001-97000.csv"
"Moves","character",79,0,875,1000,"data/chess.com IDs 96001-97000.csv"
"Termination","character",6,0,875,1000,"data/chess.com IDs 96001-97000.csv"
"Site","character",39,0,1000,882,"data/chess.com IDs 97001-98000.csv"
"Date","character",2,0,1000,882,"data/chess.com IDs 97001-98000.csv"
"Round","character",20,0,1000,882,"data/chess.com IDs 97001-98000.csv"
"White","character",990,0,1882,0,"data/chess.com IDs 97001-98000.csv"
"Black","character",1028,0,1882,0,"data/chess.com IDs 97001-98000.csv"
"Result","character",6,0,1762,120,"data/chess.com IDs 97001-98000.csv"
"ECO","character",374,0,1000,882,"data/chess.com IDs 97001-98000.csv"
"WhiteElo","integer",676,0,1882,0,"data/chess.com IDs 97001-98000.csv"
"BlackElo","integer",703,0,1882,0,"data/chess.com IDs 97001-98000.csv"
"Annotator","logical",1,1882,0,0,"data/chess.com IDs 97001-98000.csv"
"Source","logical",1,1882,0,0,"data/chess.com IDs 97001-98000.csv"
"Remark","character",5,0,89,1793,"data/chess.com IDs 97001-98000.csv"
"pgn","character",1000,0,1000,882,"data/chess.com IDs 97001-98000.csv"
"ID","character",1876,0,1882,0,"data/chess.com IDs 97001-98000.csv"
"Time","character",82,0,882,1000,"data/chess.com IDs 97001-98000.csv"
"Moves","character",80,0,882,1000,"data/chess.com IDs 97001-98000.csv"
"Termination","character",6,0,882,1000,"data/chess.com IDs 97001-98000.csv"
"Site","character",27,0,993,885,"data/chess.com IDs 98001-99000.csv"
"Date","character",35,0,1000,878,"data/chess.com IDs 98001-99000.csv"
"Round","character",23,0,1000,878,"data/chess.com IDs 98001-99000.csv"
"White","character",860,0,1878,0,"data/chess.com IDs 98001-99000.csv"
"Black","character",872,0,1878,0,"data/chess.com IDs 98001-99000.csv"
"Result","character",6,0,1772,106,"data/chess.com IDs 98001-99000.csv"
"ECO","character",341,0,1000,878,"data/chess.com IDs 98001-99000.csv"
"WhiteElo","integer",680,0,1878,0,"data/chess.com IDs 98001-99000.csv"
"BlackElo","integer",654,0,1878,0,"data/chess.com IDs 98001-99000.csv"
"Annotator","logical",1,1878,0,0,"data/chess.com IDs 98001-99000.csv"
"Source","logical",1,1878,0,0,"data/chess.com IDs 98001-99000.csv"
"Remark","character",5,0,216,1662,"data/chess.com IDs 98001-99000.csv"
"pgn","character",1001,0,1000,878,"data/chess.com IDs 98001-99000.csv"
"ID","character",1870,0,1878,0,"data/chess.com IDs 98001-99000.csv"
"Time","character",78,3,875,1000,"data/chess.com IDs 98001-99000.csv"
"Moves","character",78,0,878,1000,"data/chess.com IDs 98001-99000.csv"
"Termination","character",6,0,878,1000,"data/chess.com IDs 98001-99000.csv"
"Site","character",13,0,1000,905,"data/chess.com IDs 99001-100000.csv"
"Date","character",2,0,1000,905,"data/chess.com IDs 99001-100000.csv"
"Round","character",21,0,1000,905,"data/chess.com IDs 99001-100000.csv"
"White","character",892,0,1905,0,"data/chess.com IDs 99001-100000.csv"
"Black","character",902,0,1905,0,"data/chess.com IDs 99001-100000.csv"
"Result","character",6,0,1782,123,"data/chess.com IDs 99001-100000.csv"
"ECO","character",343,0,1000,905,"data/chess.com IDs 99001-100000.csv"
"WhiteElo","integer",683,0,1905,0,"data/chess.com IDs 99001-100000.csv"
"BlackElo","integer",679,0,1905,0,"data/chess.com IDs 99001-100000.csv"
"Annotator","logical",1,1905,0,0,"data/chess.com IDs 99001-100000.csv"
"Source","logical",1,1905,0,0,"data/chess.com IDs 99001-100000.csv"
"Remark","character",2,0,190,1715,"data/chess.com IDs 99001-100000.csv"
"pgn","character",1001,0,1000,905,"data/chess.com IDs 99001-100000.csv"
"ID","character",1896,0,1905,0,"data/chess.com IDs 99001-100000.csv"
"Time","character",86,0,905,1000,"data/chess.com IDs 99001-100000.csv"
"Moves","integer",77,1000,905,0,"data/chess.com IDs 99001-100000.csv"
"Termination","character",6,0,905,1000,"data/chess.com IDs 99001-100000.csv"
"Site","character",21,0,1799,86,"data/chess.com IDs 100001-101000.csv"
"Date","character",3,0,1799,86,"data/chess.com IDs 100001-101000.csv"
"Round","character",19,0,1000,885,"data/chess.com IDs 100001-101000.csv"
"White","character",931,0,1885,0,"data/chess.com IDs 100001-101000.csv"
"Black","character",951,0,1885,0,"data/chess.com IDs 100001-101000.csv"
"Result","character",5,0,1875,10,"data/chess.com IDs 100001-101000.csv"
"ECO","character",375,0,1799,86,"data/chess.com IDs 100001-101000.csv"
"WhiteElo","integer",660,0,1885,0,"data/chess.com IDs 100001-101000.csv"
"BlackElo","integer",679,0,1885,0,"data/chess.com IDs 100001-101000.csv"
"Annotator","logical",1,1885,0,0,"data/chess.com IDs 100001-101000.csv"
"Source","logical",1,1885,0,0,"data/chess.com IDs 100001-101000.csv"
"Remark","character",3,0,203,1682,"data/chess.com IDs 100001-101000.csv"
"pgn","character",1800,0,1799,86,"data/chess.com IDs 100001-101000.csv"
"ID","character",1884,0,1885,0,"data/chess.com IDs 100001-101000.csv"
"Time","character",37,0,86,1799,"data/chess.com IDs 100001-101000.csv"
"Moves","character",40,0,86,1799,"data/chess.com IDs 100001-101000.csv"
"Termination","character",10,0,885,1000,"data/chess.com IDs 100001-101000.csv"
"gameId","integer",800,1086,799,0,"data/chess.com IDs 100001-101000.csv"
"initialSetup","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"lastDate","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"gameType","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"plyCount","integer",144,1086,799,0,"data/chess.com IDs 100001-101000.csv"
"playerColor","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"whiteUsername","character",635,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"blackUsername","character",628,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"analysisPgn","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"isCheckmate","logical",3,1086,799,0,"data/chess.com IDs 100001-101000.csv"
"isStalemate","logical",3,1086,799,0,"data/chess.com IDs 100001-101000.csv"
"analysisPublic","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"Event","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"TimeControl","character",49,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"EndTime","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"SetUp","integer",2,1086,799,0,"data/chess.com IDs 100001-101000.csv"
"FEN0","character",2,0,799,1086,"data/chess.com IDs 100001-101000.csv"
"Site","character",18,0,1789,86,"data/chess.com IDs 101001-102000.csv"
"Date","character",3,0,1789,86,"data/chess.com IDs 101001-102000.csv"
"Round","character",21,0,1000,875,"data/chess.com IDs 101001-102000.csv"
"White","character",850,0,1875,0,"data/chess.com IDs 101001-102000.csv"
"Black","character",856,0,1875,0,"data/chess.com IDs 101001-102000.csv"
"Result","character",5,0,1870,5,"data/chess.com IDs 101001-102000.csv"
"ECO","character",362,0,1789,86,"data/chess.com IDs 101001-102000.csv"
"WhiteElo","integer",651,0,1875,0,"data/chess.com IDs 101001-102000.csv"
"BlackElo","integer",666,0,1875,0,"data/chess.com IDs 101001-102000.csv"
"Annotator","logical",1,1875,0,0,"data/chess.com IDs 101001-102000.csv"
"Source","logical",1,1875,0,0,"data/chess.com IDs 101001-102000.csv"
"Remark","character",5,0,436,1439,"data/chess.com IDs 101001-102000.csv"
"pgn","character",1790,0,1789,86,"data/chess.com IDs 101001-102000.csv"
"ID","character",1875,0,1875,0,"data/chess.com IDs 101001-102000.csv"
"gameId","integer",790,1086,789,0,"data/chess.com IDs 101001-102000.csv"
"initialSetup","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"lastDate","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"gameType","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"plyCount","integer",136,1086,789,0,"data/chess.com IDs 101001-102000.csv"
"playerColor","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"whiteUsername","character",623,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"blackUsername","character",608,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"analysisPgn","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"isCheckmate","logical",3,1086,789,0,"data/chess.com IDs 101001-102000.csv"
"isStalemate","logical",3,1086,789,0,"data/chess.com IDs 101001-102000.csv"
"analysisPublic","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"Event","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"TimeControl","character",59,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"EndTime","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"Termination","character",10,0,875,1000,"data/chess.com IDs 101001-102000.csv"
"SetUp","integer",2,1086,789,0,"data/chess.com IDs 101001-102000.csv"
"FEN0","character",2,0,789,1086,"data/chess.com IDs 101001-102000.csv"
"Time","character",21,0,86,1789,"data/chess.com IDs 101001-102000.csv"
"Moves","character",44,0,86,1789,"data/chess.com IDs 101001-102000.csv"
"Site","character",15,0,1777,77,"data/chess.com IDs 102001-103000.csv"
"Date","character",3,0,1777,77,"data/chess.com IDs 102001-103000.csv"
"Round","character",23,0,1000,854,"data/chess.com IDs 102001-103000.csv"
"White","character",870,0,1854,0,"data/chess.com IDs 102001-103000.csv"
"Black","character",897,0,1854,0,"data/chess.com IDs 102001-103000.csv"
"Result","character",5,0,1849,5,"data/chess.com IDs 102001-103000.csv"
"ECO","character",380,0,1777,77,"data/chess.com IDs 102001-103000.csv"
"WhiteElo","integer",660,0,1854,0,"data/chess.com IDs 102001-103000.csv"
"BlackElo","integer",662,0,1854,0,"data/chess.com IDs 102001-103000.csv"
"Annotator","logical",1,1854,0,0,"data/chess.com IDs 102001-103000.csv"
"Source","logical",1,1854,0,0,"data/chess.com IDs 102001-103000.csv"
"Remark","character",4,0,349,1505,"data/chess.com IDs 102001-103000.csv"
"pgn","character",1778,0,1777,77,"data/chess.com IDs 102001-103000.csv"
"ID","character",1854,0,1854,0,"data/chess.com IDs 102001-103000.csv"
"gameId","integer",778,1077,777,0,"data/chess.com IDs 102001-103000.csv"
"initialSetup","character",2,0,777,1077,"data/chess.com IDs 102001-103000.csv"
"lastDate","character",2,0,777,1077,"data/chess.com IDs 102001-103000.csv"
