"","Event","Site","Date","White","Black","Result","WhiteElo","BlackElo","TimeControl","Termination","pgn"
"beta82","Live Chess","Chess.com","2014.12.13","thinkboolean","161623242133","1-0","1248","1265","5|0","thinkboolean won by resignation"," 1.e3 e6 2.Qg4 c6 3.Nc3 a5 4.Nf3 h5 5.Qd4 d6 6.Bd3 e5 7.Qa4 Bd7 8.b4 b5 9.Qa3 a4 10.Bb2 d5 11.Ng1 Na6 12.Bc1 Bxb4 13.Qb2 h4 14.h3 g5 15.Ke2 g4 16.a3 Bd6 17.f3 gxf3+ 18.Nxf3 e4 19.Bxe4 Qf6 20.Bd3 c5 21.Nxb5 Qxb2 22.Bxb2 Rh6 23.Nc3 Bg3 24.Nxd5 Re6 25.Ng5 Rd6 26.c4 Bc6 27.Be4 O-O-O 28.Nxf7 Bxd5 29.Nxd6+ Rxd6 30.Bxd5 Nc7 31.Bxg8 Kd7 32.Bf6 Rxf6 33.Rab1 Rf2+ 34.Kd3 Rxg2 35.Rb7 Kc6 36.Bd5+ Kd7 37.Bxg2 1-0 "
"beta83","Live Chess","Chess.com","2014.12.13","tbshah","thinkboolean","1-0","1316","1240","5|0","tbshah won by checkmate"," 1.e4 e6 2.Nf3 Qf6 3.d4 Nc6 4.e5 Qf5 5.Nc3 Qg4 6.h3 Qg6 7.Bd3 f5 8.exf6 Qxf6 9.Bg5 Qf7 10.O-O Nf6 11.Ne5 Nxe5 12.dxe5 Ng8 13.Nb5 d5 14.exd6 Bxd6 15.Nxd6+ cxd6 16.Bb5+ Bd7 17.Bxd7+ Kxd7 18.c4 h6 19.Bh4 g5 20.Bg3 Qe7 21.c5 d5 22.Bd6 Qf6 23.Qa4+ Kc8 24.c6 b6 25.Qa6+ Kd8 26.Qb7 Rc8 27.Qd7# 1-0 "
"beta84","Live Chess","Chess.com","2014.12.13","thinkboolean","justincredibleone","1-0","1247","1154","5|0","thinkboolean won on time"," 1.e3 e5 2.Qg4 d6 3.Qa4+ c6 4.Nc3 Nf6 5.Nf3 h6 6.h3 Be7 7.g4 Bd7 8.b4 Na6 9.b5 Nc5 10.Qb4 O-O 11.b6 Qxb6 12.Rb1 Qxb4 13.Rxb4 a5 14.Rb6 Ra6 15.Rb1 Ra7 16.Rb6 Bd8 17.Rb1 b6 18.a4 Be7 19.Ba3 Nce4 20.Rb3 c5 21.Rxb6 Nxc3 22.dxc3 Rc7 23.Ra6 Bc6 24.Be2 d5 25.Rxa5 c4 26.Bxe7 Rxe7 27.Rc5 Bxa4 28.Kd2 Rb8 29.Ra1 Be8 30.g5 hxg5 31.Nxg5 Ne4+ 32.Nxe4 dxe4 33.Rxc4 Rd8+ 34.Kc1 Bb5 35.Rxe4 Bxe2 36.Raa4 f5 37.Rec4 Red7 38.Rc5 Rd1+ 39.Kb2 R1d5 40.Rc7 Bf1 41.h4 Bh3 42.Raa7 Rb5+ 43.Kc1 Bg4 44.Rxg7+ Kf8 45.Rgd7 Rxd7 46.Rxd7 Rb6 47.c4 Rh6 48.Rd5 Rxh4 49.Rxe5 Kf7 50.c5 f4 51.exf4 Bf3 52.c4 Rxf4 53.Re3 Rxc4+ 54.Kd2 Bd5 55.f4 1-0 "
"beta85","Live Chess","Chess.com","2014.12.13","HORSAKA","thinkboolean","1-0","1239","1237","5|0","HORSAKA won by resignation"," 1.d4 e6 2.e3 Qg5 3.Nf3 Qa5+ 4.c3 Nc6 5.Bd2 b6 6.c4 Bb4 7.a3 Bb7 8.Bxb4 Nxb4 9.Nc3 Nf6 10.axb4 Qxb4 11.Qa4 Qxb2 12.Bd3 Qxc3+ 13.Ke2 Qb2+ 14.Nd2 Bxg2 15.Rhg1 Bc6 16.Qc2 Qxc2 17.Bxc2 g6 18.e4 Nh5 19.d5 Nf4+ 20.Ke3 Bxd5 21.exd5 e5 22.Be4 f6 23.d6 Rc8 24.Rxa7 cxd6 25.Bb7 Rc7 26.Ra8+ Kf7 27.Rxh8 Kg7 28.Rb8 Ne6 29.Ne4 d5 30.Nd6 Nc5 31.Ra1 d4+ 32.Kd2 Nb3+ 33.Kd1 Nxa1 34.Ne8+ Kf7 35.Nxc7 Nb3 36.Bc8 Na5 37.Bxd7 Nxc4 38.Rb7 Kg7 39.Nd5 f5 40.Bb5+ Kh6 41.Bxc4 1-0 "
"beta86","Live Chess","Chess.com","2014.12.13","thinkboolean","lauris1982","0-1","1037","1023","2|1","lauris1982 won by resignation"," 1.e3 e5 2.Qg4 d5 3.Qa4+ c6 4.Nc3 Bd7 5.Nf3 Bd6 6.b4 Qe7 7.b5 cxb5 8.Bxb5 Nc6 9.Nxd5 Qd8 10.Qh4 Nf6 11.Nxf6+ gxf6 12.Bb2 Rg8 13.g3 Qc7 14.Qxh7 O-O-O 15.Qxf7 Rgf8 16.Qb3 Kb8 17.Ke2 Na5 18.Qa4 Bxb5+ 19.Qxb5 Qxc2 20.Rab1 Qc4+ 21.Qxc4 Nxc4 22.Rhc1 Nxb2 23.Rxb2 Ba3 24.Rbc2 Bxc1 25.Rxc1 Rd5 26.Ne1 Rfd8 27.Nd3 Rxd3 28.Rc5 Rxd2+ 29.Kf3 Rxa2 0-1 "
"beta87","Live Chess","Chess.com","2014.12.13","thinkboolean","marekfedor","1-0","1044","992","2|1","thinkboolean won by checkmate"," 1.e3 c5 2.Qg4 e6 3.Bd3 Nf6 4.Qa4 Be7 5.Nf3 O-O 6.Nc3 Nc6 7.Qb5 a6 8.Qa4 b5 9.Bxb5 Bb7 10.Bd3 Nb4 11.a3 Nxd3+ 12.cxd3 Bxf3 13.gxf3 d5 14.Ke2 e5 15.Nd1 d4 16.b3 dxe3 17.Nxe3 h6 18.Bb2 Qd6 19.Rag1 g5 20.Nf5 Qe6 21.Nxh6+ Kg7 22.Ng4 Nxg4 23.Rxg4 f5 24.Rg3 f4 25.Rg4 Rh8 26.Qe4 Qg6 27.Bxe5+ Bf6 28.Bxf6+ Kxf6 29.Qc6+ Kg7 30.Qxc5 Rae8+ 31.Kd1 Qe6 32.Rxg5+ Kf7 33.Rf5+ Kg7 34.Rg1+ Kh6 35.Rh5# 1-0 "
"beta88","Live Chess","Chess.com","2014.12.14","xargletigger","thinkboolean","0-1","1034","1052","2|1","thinkboolean won on time"," 1.e4 e6 2.d4 Qh4 3.Nf3 Qxe4+ 4.Be3 b6 5.Bd3 Qb7 6.Nc3 Nc6 7.O-O h6 8.Re1 Bd6 9.d5 Nd8 10.Be4 c6 11.dxc6 Nxc6 12.Nb5 Bc7 13.g3 Nge7 14.Nbd4 d5 15.Bd3 g6 16.Nxc6 Qxc6 17.Bd4 Rg8 18.Qe2 a6 19.Be3 g5 20.c4 dxc4 21.Be4 Qxe4 22.Rac1 b5 23.b3 Nd5 24.bxc4 Nxe3 25.fxe3 Bb6 26.cxb5 Bxe3+ 0-1 "
"beta89","Live Chess","Chess.com","2014.12.14","leojuanan","thinkboolean","1-0","1019","1043","2|1","leojuanan won on time"," 1.d4 e6 2.Bf4 Qh4 3.e3 Bd6 4.Nf3 Qh5 5.Be2 Qa5+ 6.Nc3 Na6 7.a3 h6 8.Bxd6 cxd6 9.b4 Qh5 10.Ne5 Qg5 11.Nf3 Qxg2 12.Rg1 Qh3 13.Rg3 Qf5 14.Rxg7 Nf6 15.e4 Nxe4 16.Bd3 Nxc3 17.Bxf5 Nxd1 18.Kxd1 exf5 19.Kd2 Kf8 20.Rag1 Nc7 21.Nh4 Ne6 22.R7g2 Nxd4 23.Kd3 Ne6 24.Nxf5 Nf4+ 25.Kd2 Nxg2 26.Rxg2 h5 27.Nxd6 Ke7 28.Ne4 d5 29.Ng5 Be6 30.f4 Rac8 31.Re2 Kf6 32.Nf3 Bf5 33.Nd4 Rhg8 34.Nxf5 1-0 "
"beta90","Live Chess","Chess.com","2014.12.14","nritamilan","thinkboolean","0-1","1018","1051","2|1","thinkboolean won on time"," 1.d4 e6 2.e3 Qg5 3.c4 Nc6 4.g3 Qa5+ 5.Bd2 Bb4 6.Nc3 Nf6 7.Nge2 h6 8.Bg2 b6 9.O-O Bb7 10.d5 exd5 11.cxd5 Nxd5 12.a3 Bxc3 13.Nxc3 Nxc3 14.Bxc3 Qg5 15.Qd2 O-O-O 16.Rac1 Rde8 17.Rfd1 d6 18.Qd5 Na5 19.Qxg5 hxg5 20.Bxa5 bxa5 21.Bxb7+ Kxb7 22.Rc2 Re4 23.Rd5 Kb6 24.Rxg5 Rh7 25.Rf5 g6 26.Rf4 Re5 27.Kg2 Reh5 28.h4 g5 29.Rg4 gxh4 30.Rcc4 hxg3 31.Rxg3 Rh2+ 32.Kf3 R7h6 33.Rf4 f6 34.Rfg4 Kc6 35.Rg6 Rxg6 36.Rxg6 Rh5 37.Rxf6 Re5 38.Kf4 Kd5 39.Rf5 Ke6 40.Rxe5+ dxe5+ 41.Ke4 Kd6 42.Kd3 c5 43.Kc4 a6 44.f3 Kc6 45.f4 exf4 46.exf4 Kd6 47.b3 a4 48.bxa4 a5 49.Kb5 Ke6 50.Kxc5 Kf5 0-1 "
"beta91","Live Chess","Chess.com","2014.12.14","thinkboolean","nbb19","0-1","1044","1087","2|1","nbb19 won by checkmate"," 1.e3 e6 2.Qg4 d5 3.Nc3 Nf6 4.Qa4+ Bd7 5.Bb5 Be7 6.Nf3 O-O 7.Ne5 a6 8.Bxd7 Nbxd7 9.b3 Nxe5 10.f4 Nc6 11.h3 Nh5 12.g4 Ng3 13.Rg1 Bh4 14.Kd1 d4 15.Nb1 dxe3 16.f5 exf5 17.gxf5 e2+ 18.Ke1 Qd6 19.Qxh4 Nxf5 20.Qg5 g6 21.h4 Rfe8 22.h5 Qd4 23.c3 Qh4+ 24.Rg3 Qxg5 25.Rxg5 Ne5 26.hxg6 Nd3# 0-1 "
"beta92","Live Chess","Chess.com","2014.12.14","thinkboolean","DanielMarin1","1-0","1052","1038","2|1","thinkboolean won on time"," 1.e3 e6 2.Qg4 Ne7 3.Bd3 h5 4.Qa4 Nec6 5.Nf3 a6 6.b3 b5 7.Bxb5 Bb7 8.Bb2 axb5 9.Qxb5 Ba6 10.Qa4 Ne7 11.b4 Nbc6 12.b5 Bb7 13.Qc4 Na5 14.Qf1 Ng6 15.c4 Qe7 16.Ba3 Qf6 17.d4 Bxf3 18.gxf3 Qxf3 19.Nd2 Qf6 20.Bb2 Bb4 21.O-O-O Qe7 22.Ne4 Ba3 23.Rd2 Bxb2+ 24.Rxb2 Qa3 25.Kb1 O-O 26.Rg1 d5 27.Nd2 dxc4 28.Nxc4 Nxc4 29.Qxc4 Ne7 30.Qxc7 Nd5 31.Qc5 Nc3+ 32.Kc2 1-0 "
"beta93","Live Chess","Chess.com","2014.12.14","thinkboolean","RbbRbb","1-0","1058","975","2|1","thinkboolean won by checkmate"," 1.e3 d6 2.Qf3 Nf6 3.h3 g6 4.Nc3 Bg7 5.Nge2 c6 6.b3 b5 7.Bb2 d5 8.g4 O-O 9.O-O-O e5 10.Ng3 Qe7 11.g5 e4 12.Qe2 Nfd7 13.h4 f5 14.Bh3 Ne5 15.d3 Nf3 16.Bg2 Ne5 17.dxe4 fxe4 18.Rdg1 Bg4 19.Qe1 Bf3 20.Rh2 Bxg2 21.Rhxg2 Nf3 22.Qf1 Nxg1 23.Qxg1 Nd7 24.h5 Ne5 25.hxg6 hxg6 26.f4 Nf3 27.Qf2 Rae8 28.f5 Nh4 29.f6 Bxf6 30.gxf6 Rxf6 31.Nf5 Nxg2 32.Nxe7+ Kf7 33.Qxg2 Kxe7 34.Qg4 Rf1+ 35.Kd2 Ref8 36.Ne2 R8f2 37.Qg5+ Kf7 38.Kc3 Rxe2 39.Kd4 Rd1+ 40.Kc5 a5 41.Kd6 Rxc2 42.Qe7+ Kg8 43.Qg7# 1-0 "
"beta94","Live Chess","Chess.com","2014.12.14","thinkboolean","daviontop","0-1","1050","1079","2|1","daviontop won by resignation"," 1.e3 e6 2.Qg4 Nf6 3.Qa4 Nc6 4.Nf3 Be7 5.b3 d5 6.Nc3 O-O 7.Bb2 Bd7 8.Qh4 Ne4 9.Qh5 Nf6 10.Ng5 Nxh5 0-1 "
"beta95","Live Chess","Chess.com","2014.12.14","daviontop","thinkboolean","1-0","1086","1043","2|1","daviontop won by resignation"," 1.e4 e6 2.d3 Qh4 3.Nf3 Qh5 4.Be2 Nf6 5.Nc3 Nc6 6.Nd4 Qa5 7.Nxc6 bxc6 8.Bd2 Qb4 9.b3 Ba6 10.Na4 Qb8 11.O-O c5 12.Nb2 Qb6 13.Nc4 Qc6 14.Rb1 Rb8 15.Na5 Qd6 16.Qc1 Bb7 17.Nxb7 Rxb7 18.Bf4 Qc6 19.Bf3 d5 20.exd5 exd5 21.Qe3+ Be7 22.Rfe1 Qd7 23.Re2 O-O 24.Qxe7 Qc6 25.Rbe1 Nh5 26.Bxh5 f6 27.Bf3 g5 28.Be3 Re8 29.Bxd5+ Qxd5 30.Qxe8+ Kg7 31.Qe7+ Qf7 32.Qxf7+ Kxf7 33.Bxc5 1-0 "
"beta96","Live Chess","Chess.com","2014.12.14","david_dussome","thinkboolean","0-1","1026","1051","2|1","thinkboolean won by checkmate"," 1.e4 e6 2.d4 Qh4 3.Nc3 Nc6 4.Nf3 Qg4 5.h3 Qh5 6.Be2 Bb4 7.Bd2 Qg6 8.O-O Qf6 9.Bg5 Qg6 10.e5 h6 11.Bd3 f5 12.exf6 Qf7 13.fxg7 Qxg7 14.Bf4 Nf6 15.Ne5 Rg8 16.Bg3 Nh5 17.Qxh5+ Kd8 18.Nf7+ Ke7 19.Bh4+ Kf8 20.Ne5 Qxg2# 0-1 "
"beta97","Live Chess","Chess.com","2014.12.14","redoc123","thinkboolean","0-1","1061","1059","2|1","thinkboolean won on time"," 1.e4 e6 2.d4 Qh4 3.Bd3 Nc6 4.Nf3 Qg4 5.O-O Nf6 6.h3 Qh5 7.e5 Nd5 8.Be2 f5 9.Nfd2 Qf7 10.Nf3 b6 11.Ng5 Qg8 12.c4 Nde7 13.a3 Bb7 14.b4 h6 15.Nf3 g5 16.Nh2 f4 17.Bh5+ Ng6 18.Ng4 O-O-O 19.Nf6 Qg7 20.Bxg6 Qxg6 21.f3 Be7 22.Ne4 h5 23.d5 Nxe5 24.c5 Bxd5 25.Nf2 bxc5 26.bxc5 Bxc5 27.Qa4 d6 28.Nc3 Bb7 29.Nb5 Bc6 30.Qa6+ Kd7 31.Bb2 Rb8 32.Bxe5 dxe5 0-1 "
"beta98","Live Chess","Chess.com","2014.12.14","thinkboolean","stopherbuck","1-0","1065","978","2|1","thinkboolean won on time"," 1.e3 c5 2.Qg4 Nc6 3.Nc3 Nf6 4.Qa4 d6 5.b3 Bd7 6.Bb5 a6 7.Bxc6 Bxc6 8.Qf4 e6 9.Qg3 g6 10.Nf3 Bg7 11.Bb2 O-O 12.Ke2 e5 13.d3 d5 14.Ng5 d4 15.Nce4 dxe3 16.fxe3 Nxe4 17.dxe4 b5 18.Nh3 Bxe4 19.Bxe5 Bxe5 20.Qxe5 Bxg2 21.Rhg1 Bxh3 22.Qh5 Be6 23.Raf1 Ra7 24.Rf4 Re7 25.Rf6 1-0 "
"beta99","Live Chess","Chess.com","2014.12.14","stopherbuck","thinkboolean","1-0","988","1055","2|1","stopherbuck won by checkmate"," 1.d4 e6 2.e4 Qh4 3.Nc3 Bb4 4.Bd3 f5 5.Nf3 Qg4 6.O-O b6 7.exf5 exf5 8.Re1+ Kd8 9.Bd2 Bb7 10.Be2 Qg6 11.g3 Nf6 12.Ne5 Qe8 13.Bf3 Nc6 14.Nxc6+ Bxc6 15.Rxe8+ Rxe8 16.Bxc6 dxc6 17.Ne2 Bd6 18.c3 Ne4 19.Be3 c5 20.dxc5 bxc5 21.Qd5 Rb8 22.Nf4 Nf6 23.Qxf5 Bxf4 24.Bxf4 Ke7 25.Qe5+ Kf7 26.Qxc7+ Kg8 27.Qxc5 Kh8 28.Qg5 h6 29.Qg6 Kg8 30.Bxh6 Rb7 31.Bxg7 Rxg7 32.Qxf6 Rf7 33.Qd6 Rfe7 34.Qd5+ Kg7 35.Rd1 Re1+ 36.Rxe1 Rxe1+ 37.Kg2 Rb1 38.Qd4+ Kf7 39.c4 Ke6 40.Qc3 Rd1 41.c5 Rd7 42.c6 Rc7 43.b3 Kd6 44.b4 Rxc6 45.Qd4+ Kc7 46.a4 Rb6 47.b5 Rb7 48.Qc5+ Kd8 49.a5 Rb8 50.b6 axb6 51.axb6 Kd7 52.Qc7+ Ke6 53.Qxb8 Kd5 54.Qc7 Kd4 55.b7 Ke4 56.b8=Q Kd4 57.Qbd8+ Ke4 58.Qce7+ Kf5 59.Qdf8+ Kg6 60.Qeg7+ Kh5 61.Qfh8# 1-0 "
"beta100","Live Chess","Chess.com","2014.12.14","thinkboolean","stopherbuck","0-1","1045","998","2|1","stopherbuck won by resignation"," 1.e3 c5 2.Qg4 d6 3.Qh4 Nc6 4.Bb5 Bd7 5.Qe4 a6 6.Bc4 e6 7.Bb3 b5 8.Nf3 Nf6 9.Qh4 Be7 10.g4 O-O 11.g5 Nd5 12.Rg1 c4 13.Bxc4 bxc4 14.Qxc4 Ne5 15.Qh4 Nxf3+ 16.Ke2 Nxh4 0-1 "
"beta101","Live Chess","Chess.com","2015.02.18","thebear007","thinkboolean","0-1","1217","1213","5|0","thinkboolean won by checkmate"," 1.c4 e6 2.Nc3 Qg5 3.d3 Qa5 4.Bd2 Bb4 5.a3 Bxc3 6.Bxc3 Qg5 7.Nf3 Qg6 8.Ne5 Qg5 9.h4 Qf5 10.e4 Qf6 11.Ng4 Qg6 12.Qf3 f6 13.h5 Qf7 14.Be2 Nh6 15.Nxh6 gxh6 16.Bxf6 Rg8 17.Rh3 d6 18.Rg3 e5 19.Rxg8+ Qxg8 20.Bh4 Nd7 21.O-O-O Nc5 22.Kc2 Ne6 23.Qf6 Nd4+ 24.Kd2 Qe6 25.Qh8+ Kd7 26.Qxh7+ Kc6 27.Bd8 Bd7 28.Bh4 b5 29.Rc1 Nb3+ 30.Kc2 Nxc1 31.Kxc1 bxc4 32.dxc4 Rb8 33.c5 Qb3 34.cxd6 Qxb2+ 35.Kd1 Qb1+ 36.Kd2 Rb2+ 37.Ke3 Rb3+ 38.Bd3 Qe1+ 39.Kf3 Rxd3# 0-1 "
"beta102","Live Chess","Chess.com","2015.02.18","thinkboolean","thebear007","0-1","1205","1225","5|0","thebear007 won by resignation"," 1.e3 e5 2.Qg4 Nf6 3.Qa4 Nc6 4.Nc3 Be7 5.b3 d6 6.h3 Bd7 7.Bb5 a6 8.Bxc6 Bxc6 9.Qc4 Bxg2 10.Rh2 Bc6 11.d4 b5 12.Qd3 e4 13.Qd2 b4 14.Nce2 d5 15.c3 a5 16.Bb2 Bd6 17.Rg2 g6 18.f3 Qe7 19.Nf4 Bxf4 20.exf4 exf3+ 21.Kf2 fxg2 22.Kxg2 Ne4 23.Qd1 bxc3 24.Bc1 O-O 25.Nf3 a4 26.Ne5 Bb5 27.bxa4 Bxa4 28.Qd3 Bb3 29.a4 Rxa4 30.Rb1 Bc4 31.Qc2 Ra2 0-1 "
"beta103","Live Chess","Chess.com","2015.02.19","eawy","thinkboolean","1/2-1/2","1205","1205","5|0","Game drawn by stalemate"," 1.d4 e6 2.e4 Qh4 3.Qf3 Nf6 4.Nc3 Bb4 5.Bd2 Bxc3 6.Bxc3 Nxe4 7.O-O-O Qg5+ 8.Kb1 Qd5 9.Bd3 Nxc3+ 10.bxc3 Qd6 11.Ne2 a5 12.Kc1 a4 13.Kd2 b6 14.Qxa8 c6 15.Qxa4 b5 16.Qb3 e5 17.dxe5 Qxe5 18.f4 Qd6 19.Rhe1 O-O 20.g3 Na6 21.Nd4 Nc5 22.Qb4 Qd5 23.Be4 Nxe4+ 24.Ke2 Nf6 25.Kf2 Ng4+ 26.Kg1 d6 27.Ne2 c5 28.Rxd5 cxb4 29.Rxb5 Ne3 30.cxb4 Nxc2 31.Rc1 Ba6 32.Rb6 Bd3 33.Nc3 Ne3 34.Rxd6 Bf5 35.a4 h6 36.a5 Re8 37.a6 Be4 38.Nxe4 Rxe4 39.Re1 Rxb4 40.Rxe3 Ra4 41.Re8+ Kh7 42.Re7 f6 43.a7 Kg6 44.Rd8 f5 45.a8=Q Rxa8 46.Rxa8 Kf6 47.Rb7 Kg6 48.Ra6+ Kh5 49.Rxg7 1/2-1/2 "
"beta104","Live Chess","Chess.com","2015.02.19","limptwins","thinkboolean","1-0","1193","1197","5|0","limptwins won by resignation"," 1.g3 e6 2.Bg2 Qg5 3.d4 Nc6 4.Bxg5 1-0 "
"beta105","Live Chess","Chess.com","2015.02.19","mastdig","thinkboolean","0-1","1156","1204","5|0","thinkboolean won by resignation"," 1.e4 e6 2.Bc4 Qg5 3.d3 Qxg2 4.Qf3 Qxf3 5.Nxf3 Nc6 6.c3 b6 7.b4 Bb7 8.a4 Nxb4 9.cxb4 Bxb4+ 10.Ke2 a5 11.Bd2 Bc5 12.d4 Be7 13.d5 O-O-O 14.Ne5 Bf6 15.Nxf7 Bxa1 16.Nxh8 Rf8 17.Nc3 Bxc3 18.Bxc3 Nf6 19.Rg1 Rxh8 20.Rxg7 Nxe4 21.Rxd7 Nxc3+ 22.Kd3 Kxd7 23.Kxc3 exd5 24.Bb5+ c6 25.Bd3 h5 26.f4 h4 27.f5 Rf8 28.Kd4 Kd6 29.Ke3 c5 30.Kf4 c4 31.Bc2 d4 32.Kg5 d3 33.Bd1 c3 34.f6 c2 35.Bxc2 dxc2 0-1 "
"beta106","Live Chess","Chess.com","2015.02.23","thinkboolean","ericworth","0-1","1197","1237","5|0","ericworth won on time"," 1.e3 e6 2.Qg4 h6 3.Nc3 Nc6 4.b3 Ne5 5.Qe4 Bd6 6.Bb2 Nf6 7.Qa4 c6 8.Be2 Nfg4 9.Bxg4 Nxg4 10.Qxg4 Qf6 11.Na4 Be5 12.Bxe5 Qxe5 13.d4 Qa5+ 14.c3 b5 15.Qxg7 Rf8 16.b4 Qxa4 17.Ne2 Bb7 18.O-O O-O-O 19.Qxh6 Qc2 20.Rfe1 Qf5 21.Nf4 e5 22.Nh3 Rh8 23.Qg5 Qh7 24.Qg3 Rdg8 25.Qf3 c5 26.e4 f5 27.Qxf5 Rxg2+ 28.Kxg2 Rg8+ 29.Qg5 Rxg5+ 30.Nxg5 Qg6 31.h4 d5 32.f3 dxe4 33.fxe4 Qh5 34.Kh3 cxd4 35.Rac1 d3 36.Red1 Qe2 37.c4 d2 38.Rb1 Qe3+ 39.Kh2 Qf4+ 40.Kh3 Bxe4 41.Rb2 Qe3+ 42.Kg4 Qe2+ 43.Kg3 Qxd1 44.Nxe4 Qg1+ 45.Kf3 d1=Q+ 46.Re2 Qh1+ 47.Ke3 Qh3+ 48.Kf2 Qxh4+ 49.Ke3 Qd4+ 50.Kf3 Qxc4 51.Nd6+ Kc7 52.Nxc4 Qxc4 53.Rxe5 Qxb4 54.Re4 Qa3+ 55.Kf4 Qxa2 56.Kf5 Qa5 57.Kf6 b4 58.Re7+ Kd6 59.Re6+ Kd7 60.Kf7 b3 61.Re2 Qf5+ 62.Kg7 Qg4+ 63.Kf6 Qxe2 64.Kf5 b2 0-1 "
"beta107","Live Chess","Chess.com","2015.02.23","thinkboolean","juanqui72","0-1","1189","1186","5|0","juanqui72 won by checkmate"," 1.e3 e5 2.Nc3 Nf6 3.Qf3 d5 4.Qg3 Nc6 5.Bb5 Qd6 6.Nf3 e4 7.Qxd6 Bxd6 8.Nd4 O-O 9.Bxc6 bxc6 10.Nxc6 Ba6 11.b4 Bb7 12.Na5 Rab8 13.b5 Bb4 14.Nc6 Bxc6 15.bxc6 Bxc3 16.dxc3 Rb6 17.Ba3 Rfb8 18.O-O Rxc6 19.Bb4 Ra8 20.Rab1 a5 21.Ba3 Rxc3 22.Bb2 Rxc2 23.Bxf6 gxf6 24.Rb7 a4 25.h4 Kg7 26.h5 a3 27.g4 Rxa2 28.Rxc7 Rd2 29.h6+ Kg6 30.Kg2 a2 31.Kg3 Rb2 32.Rh1 Rb1 33.Rh5 a1=Q 34.Rf5 Rg1+ 35.Kf4 Ra6 36.Rc8 Ra8 37.Rc6 Ra6 38.Rfxf6+ Qxf6+ 39.Rxf6+ Rxf6+ 40.Ke5 Rxg4 41.Kxd5 Rxf2 42.Kd4 Kxh6 43.Ke5 f6+ 44.Ke6 Kg6 45.Kd5 h5 46.Kd4 h4 47.Kc3 h3 48.Kd4 h2 49.Kd5 h1=Q 50.Kd4 Qd1+ 51.Kc5 Rc2+ 52.Kb4 Qb1+ 53.Ka3 Ra2# 0-1 "
"beta108","Live Chess","Chess.com","2015.02.23","daveax","thinkboolean","1/2-1/2","1171","1189","5|0","Game drawn by agreement"," 1.d4 e6 2.Nf3 Qf6 3.e3 Nc6 4.c4 b6 5.Nc3 Bb7 6.h3 O-O-O 7.Be2 Nh6 8.O-O Nf5 9.e4 Nfxd4 10.Nxd4 Nxd4 11.Qxd4 Qxd4 12.Nb5 1/2-1/2 "
"beta109","Live Chess","Chess.com","2015.02.23","thinkboolean","rmeza","1-0","1198","1211","5|0","thinkboolean won by resignation"," 1.e3 e6 2.Qg4 d5 3.Nc3 e5 4.Qa4+ c6 5.Nf3 e4 6.Ne5 Qf6 7.Nxd5 Qxe5 8.Bc4 b5 9.Qa5 bxc4 10.Nc7+ Qxc7 11.Qxc7 Na6 12.Qxc6+ Kd8 13.Qxa8 Nf6 14.Qxa7 Bd6 15.Qxf7 1-0 "
"beta110","Live Chess","Chess.com","2015.02.23","rmeza","thinkboolean","0-1","1203","1206","5|0","thinkboolean won by checkmate"," 1.e4 e6 2.Nf3 Qf6 3.d3 Nc6 4.Be3 b6 5.Nbd2 h6 6.d4 Qg6 7.g3 Nf6 8.Bd3 Ng4 9.e5 f5 10.exf6 Qxf6 11.Qe2 Bb4 12.c3 Bd6 13.Ne4 Qe7 14.O-O Bb7 15.Nh4 O-O-O 16.Qxg4 h5 17.Qf3 g5 18.Ng6 Qg7 19.Nxh8 Rxh8 20.Nxg5 h4 21.g4 Rf8 22.Qe2 Ne7 23.Rae1 Rf6 24.Ne4 Rg6 25.h3 Nf5 26.Nxd6+ cxd6 27.Bxf5 exf5 28.g5 Qf7 29.Bf4 Qd5 30.Qe8+ Kc7 31.Qxg6 Qh1# 0-1 "
"beta111","Live Chess","Chess.com","2015.02.23","thinkboolean","MLADVONVLAD","0-1","1198","1216","5|0","MLADVONVLAD won by checkmate"," 1.e3 e5 2.Qg4 Nf6 3.Qc4 g6 4.b3 Bg7 5.Bb2 d6 6.Qa4+ Bd7 7.Qb4 b6 8.Nc3 Nc6 9.Qh4 O-O 10.Ba6 Re8 11.Nf3 Nb4 12.Bd3 e4 13.Nxe4 Nxe4 14.Bxe4 d5 15.Bxg7 dxe4 16.Ng5 Kxg7 17.Qxh7+ Kf6 18.h4 Re7 19.Rh3 Nxc2+ 20.Ke2 Nxa1 21.Nxe4+ Rxe4 22.Rf3+ Bf5 23.h5 Rh4 24.e4 Rxe4+ 25.Kf1 Rh4 26.h6 Qh8 27.Qg7+ Qxg7 28.hxg7 Kxg7 29.g3 Rh1+ 30.Kg2 Rah8 31.Re3 R8h2+ 32.Kf3 Rf1 33.Re2 Bd3 34.Re3 Rfxf2+ 35.Kg4 Rxd2 36.Re7 Rxa2 37.Rxc7 Nxb3 38.Kf3 Be2+ 39.Ke3 Rg2 40.g4 Rxg4 41.Rxf7+ Kxf7 42.Kf2 Ba6+ 43.Ke1 Rgg2 44.Kd1 Rg1# 0-1 "
